"110年03月30日 個股日本益比、殖利率及股價淨值比"
"證券代號","證券名稱","殖利率(%)","股利年度","本益比","股價淨值比","財報年/季",
"3011","今皓","0.00","108","-","0.91","109/4",
"3013","晟銘電","2.08","109","36.13","0.95","109/4",
"3014","聯陽","6.07","109","17.02","3.31","109/4",
"3015","全漢","5.83","109","14.43","0.86","109/4",
"3016","嘉晶","0.35","109","804.44","5.00","109/4",
"3017","奇鋐","4.20","109","12.31","2.23","109/4",
"3018","同開","0.00","108","-","2.34","109/3",
"3019","亞光","1.12","109","63.05","2.23","109/4",
"3021","鴻名","2.89","109","23.50","1.79","109/4",
"3022","威強電","3.46","109","10.25","1.34","109/4",
"3023","信邦","2.37","109","29.30","6.76","109/4",
"3024","憶聲","0.82","109","52.83","1.28","109/3",
"3025","星通","2.58","109","34.95","3.26","109/4",
"3026","禾伸堂","6.18","109","15.58","2.22","109/4",
"3027","盛達","0.00","108","76.25","1.66","109/4",
"3028","增你強","6.87","109","16.66","1.25","109/3",
"3029","零壹","6.49","109","13.13","2.18","109/4",
"3030","德律","5.57","109","12.79","2.45","109/4",
"3031","佰鴻","4.68","109","22.80","1.09","109/4",
"3032","偉訓","6.26","109","11.70","2.24","109/4",
"3033","威健","6.37","109","11.08","1.27","109/4",
"3034","聯詠","1.84","108","29.45","8.71","109/4",
"3035","智原","2.10","108","48.52","2.07","109/4",
"3036","文曄","4.40","108","11.56","0.95","109/4",
"3037","欣興","1.54","109","24.52","2.76","109/4",
"3038","全台","5.99","109","12.77","1.54","109/4",
"3040","遠見","11.35","109","7.92","1.89","109/4",
"3041","揚智","0.00","108","-","1.81","109/4",
"3042","晶技","3.65","109","22.56","3.34","109/4",
"3043","科風","0.00","108","-","6.18","109/3",
"3044","健鼎","5.11","108","12.19","2.07","109/4",
"3045","台灣大","4.80","108","24.66","4.26","109/4",
"3046","建碁","0.00","108","-","2.19","109/4",
"3047","訊舟","2.13","109","24.29","1.17","109/4",
"3048","益登","8.61","109","10.77","2.02","109/4",
"3049","和鑫","3.35","109","27.09","1.00","109/4",
"3050","鈺德","2.68","108","23.31","1.18","109/4",
"3051","力特","0.00","108","134.40","1.75","109/4",
"3052","夆典","5.99","109","8.40","0.87","109/4",
"3054","立萬利","0.00","108","-","1.99","109/4",
"3055","蔚華科","0.57","109","87.88","1.47","109/3",
"3056","總太","7.71","109","7.97","1.57","109/4",
"3057","喬鼎","0.00","108","-","1.16","109/4",
"3058","立德","0.98","109","-","1.26","109/3",
"3059","華晶科","1.33","109","62.75","1.19","109/4",
"3060","銘異","0.00","108","-","0.78","109/4",
"3062","建漢","0.72","108","296.43","1.26","109/4",
"3090","日電貿","5.83","109","15.83","2.28","109/4",
"3094","聯傑","1.90","109","102.68","3.30","109/4",
"3130","一零四","4.83","109","20.71","3.67","109/4",
"3138","耀登","0.36","109","206.57","25.17","109/3",
"3149","正達","0.00","108","-","5.56","109/4",
"3164","景岳","2.91","109","33.87","1.56","109/4",
"3167","大量","4.80","109","11.95","2.40","109/4",
"3189","景碩","0.95","109","87.92","1.85","109/4",
"3209","全科","7.27","109","11.27","1.63","109/4",
"3229","晟鈦","0.00","108","-","1.62","109/4",
"3231","緯創","6.50","109","10.85","1.32","109/4",
"3257","虹冠電","4.72","109","25.59","3.93","109/4",
"3266","昇陽","3.83","108","32.63","0.89","109/4",
"3296","勝德","1.01","109","99.13","1.50","109/4",
"3305","昇貿","3.30","109","30.07","1.46","109/4",
"3308","聯德","0.00","108","-","1.07","109/4",
"3311","閎暉","0.00","108","-","1.20","109/4",
"3312","弘憶股","5.18","109","16.64","1.70","109/3",
"3321","同泰","0.00","108","-","2.43","109/4",
"3338","泰碩","2.84","109","24.73","3.30","109/4",
"3346","麗清","0.26","109","415.33","2.75","109/4",
"3356","奇偶","3.37","109","16.75","1.52","109/4",
"3376","新日興","3.09","108","14.87","1.58","109/4",
"3380","明泰","1.20","108","35.49","2.04","109/4",
"3383","新世紀","0.00","108","-","1.85","109/4",
"3406","玉晶光","2.04","109","17.87","3.46","109/4",
"3413","京鼎","2.91","109","16.14","3.63","109/4",
"3416","融程電","5.03","109","22.52","2.62","109/4",
"3419","譁裕","2.17","109","37.70","1.82","109/4",
"3432","台端","1.79","109","28.57","0.61","109/4",
"3437","榮創","0.00","108","-","2.17","109/4",
"3443","創意","1.26","109","62.38","11.81","109/4",
"3450","聯鈞","2.13","109","39.88","2.48","109/4",
"3454","晶睿","2.31","109","30.07","2.60","109/4",
"3481","群創","0.46","108","126.76","0.88","109/4",
"3494","誠研","0.00","108","-","0.81","109/3",
"3501","維熹","4.73","109","14.71","1.05","109/4",
"3504","揚明光","0.00","108","-","3.02","109/4",
"3515","華擎","5.00","109","14.16","2.80","109/4",
"3518","柏騰","0.00","108","-","1.84","109/4",
"3528","安馳","6.42","109","14.21","1.96","109/4",
"3530","晶相光","2.37","109","32.33","4.12","109/4",
"3532","台勝科","1.60","109","39.76","2.55","109/4",
"3533","嘉澤","2.61","109","19.28","3.90","109/4",
"3535","晶彩科","2.57","108","-","1.76","109/4",
"3536","誠創","0.00","108","-","3.02","109/3",
"3543","州巧","3.83","109","-","0.98","109/4",
"3545","敦泰","0.27","108","37.99","4.92","109/4",
"3550","聯穎","2.70","109","19.73","0.83","109/4",
"3557","嘉威","6.32","109","9.49","4.30","109/4",
"3563","牧德","4.17","109","19.48","5.11","109/4",
"3576","聯合再生","0.00","108","-","2.06","109/3",
"3583","辛耘","2.74","109","17.79","1.91","109/4",
"3588","通嘉","1.08","108","72.76","3.32","109/4",
"3591","艾笛森","1.40","109","67.43","1.10","109/4",
"3593","力銘","0.00","108","20.38","2.49","109/4",
"3596","智易","5.88","109","13.44","1.98","109/4",
"3605","宏致","1.55","109","20.00","1.23","109/4",
"3607","谷崧","0.00","108","-","0.72","109/3",
"3617","碩天","6.19","109","15.24","1.55","109/4",
"3622","洋華","2.16","108","29.92","1.21","109/4",
"3645","達邁","2.55","109","21.42","2.77","109/4",
"3653","健策","2.03","109","41.21","5.65","109/4",
"3661","世芯-KY","0.76","109","66.49","14.28","109/4",
"3665","貿聯-KY","3.04","109","20.48","2.87","109/3",
"3669","圓展","5.88","109","10.02","2.47","109/4",
"3673","TPK-KY","1.96","109","20.04","0.56","109/4",
"3679","新至陞","2.55","108","13.60","2.20","109/4",
"3682","亞太電","0.00","108","-","1.22","109/4",
"3686","達能","0.00","108","-","2.55","109/4",
"3694","海華","0.00","108","13.19","2.19","109/4",
"3701","大眾控","0.00","108","-","1.29","109/3",
"3702","大聯大","4.92","108","11.78","1.44","109/3",
"3703","欣陸","5.81","109","12.89","0.84","109/4",
"3704","合勤控","1.33","109","19.89","1.99","109/4",
"3705","永信","4.91","108","14.24","1.90","109/3",
"3706","神達","3.48","109","11.76","0.80","109/4",
"3708","上緯投控","2.47","109","20.90","2.47","109/4",
"3711","日月光投控","3.78","109","17.21","2.17","109/4",
"3712","永崴投控","3.32","109","-","1.14","109/3",
"3714","富采","0.00","108","-","-","108/4",
"4104","佳醫","5.95","109","14.52","1.09","109/4",
"4106","雃博","2.02","109","25.00","1.34","109/3",
"4108","懷特","0.00","108","-","3.54","109/4",
"4119","旭富","2.63","109","20.99","2.28","109/4",
"4133","亞諾法","0.19","108","89.17","2.68","109/4",
"4137","麗豐-KY","5.49","108","19.68","4.28","109/4",
"4141","龍燈-KY","0.00","108","-","0.44","109/3",
"4142","國光生","0.87","109","19.86","3.90","109/4",
"4148","全宇生技-KY","2.75","109","28.40","1.17","109/4",
"4155","訊映","5.24","109","19.63","1.48","109/3",
"4164","承業醫","5.16","109","16.57","1.04","109/4",
"4190","佐登-KY","3.18","109","22.32","2.77","109/4",
"4306","炎洲","6.48","109","10.39","0.89","109/4",
"4414","如興","0.00","108","-","0.84","109/3",
"4426","利勤","4.62","108","-","1.42","109/3",
"4438","廣越","2.68","109","22.98","1.86","109/4",
"4439","冠星-KY","4.15","109","11.79","2.03","109/4",
"4526","東台","1.29","108","-","0.81","109/4",
"4532","瑞智","3.24","109","15.32","1.23","109/4",
"4536","拓凱","2.81","109","23.80","3.03","109/4",
"4540","全球傳動","1.35","109","60.93","1.82","109/4",
"4545","銘鈺","1.89","109","74.49","1.32","109/4",
"4551","智伸科","2.13","109","31.39","3.47","109/4",
"4552","力達-KY","3.10","109","14.83","0.83","109/3",
"4555","氣立","2.64","109","27.89","1.46","109/4",
"4557","永新-KY","5.43","109","17.87","1.76","109/4",
"4560","強信-KY","9.32","108","38.21","1.87","109/4",
"4562","穎漢","0.00","108","-","1.67","109/4",
"4564","元翎","3.33","109","23.93","1.62","109/4",
"4566","時碩工業","1.97","109","43.81","1.91","109/3",
"4571","鈞興-KY","2.06","108","32.59","4.57","109/3",
"4572","駐龍","4.88","109","111.41","1.99","109/4",
"4576","大銀微系統","0.25","109","139.91","5.50","109/4",
"4581","光隆精密-KY","4.96","109","19.98","1.57","109/4",
"4720","德淵","3.11","109","28.25","1.31","109/3",
"4722","國精化","5.81","109","11.96","1.33","109/4",
"4737","華廣","2.53","109","76.06","2.30","109/4",
"4739","康普","1.64","109","41.48","1.97","109/4",
"4746","台耀","0.00","108","15.56","1.19","109/4",
"4755","三福化","4.58","109","16.50","1.74","109/4",
"4763","材料-KY","5.26","109","13.18","4.46","109/4",
"4764","雙鍵","1.57","109","77.68","2.17","109/4",
"4766","南寶","4.31","109","16.06","1.91","109/4",
"4807","日成-KY","2.02","109","10.74","1.02","109/4",
"4904","遠傳","5.09","109","24.92","3.09","109/4",
"4906","正文","6.22","109","8.39","1.23","109/4",
"4912","聯德控股-KY","1.35","108","22.62","4.28","109/3",
"4915","致伸","4.69","109","15.02","2.17","109/4",
"4916","事欣科","2.10","109","-","1.62","109/4",
"4919","新唐","1.53","109","36.76","1.70","109/4",
"4927","泰鼎-KY","4.48","109","12.27","1.78","109/3",
"4930","燦星網","10.79","109","14.55","1.14","109/4",
"4934","太極","0.00","108","-","3.02","109/3",
"4935","茂林-KY","5.12","109","10.39","1.94","109/4",
"4938","和碩","6.11","109","9.71","1.21","109/4",
"4942","嘉彰","5.98","109","8.78","0.79","109/4",
"4943","康控-KY","2.60","108","104.05","2.46","109/3",
"4952","凌通","4.25","109","21.81","2.92","109/4",
"4956","光鋐","0.00","108","165.63","1.45","109/4",
"4958","臻鼎-KY","3.60","108","14.59","1.51","109/4",
"4960","誠美材","0.00","108","-","0.94","109/4",
"4961","天鈺","0.34","108","72.75","9.10","109/4",
"4967","十銓","2.15","109","26.26","2.51","109/4",
"4968","立積","1.27","109","46.02","18.25","109/4",
"4976","佳凌","0.00","108","-","7.82","109/4",
"4977","眾達-KY","5.22","109","14.09","2.97","109/4",
"4989","榮科","1.57","109","174.09","2.87","109/4",
"4994","傳奇","3.88","109","19.77","4.79","109/4",
"4999","鑫禾","5.08","109","10.42","1.24","109/4",
"5007","三星","3.24","109","30.25","2.90","109/4",
"5203","訊連","2.23","109","43.38","2.14","109/4",
"5215","科嘉-KY","6.17","109","11.13","3.01","109/4",
"5225","東科-KY","2.28","108","-","1.15","109/4",
"5234","達興材料","5.25","109","15.50","3.37","109/4",
"5243","乙盛-KY","2.14","109","29.12","2.26","109/4",
"5258","虹堡","2.75","109","9.78","1.32","109/4",
"5269","祥碩","1.58","109","35.82","7.44","109/4",
"5283","禾聯碩","6.06","109","10.25","2.50","109/4",
"5284","jpp-KY","5.03","109","19.51","1.04","109/3",
"5285","界霖","3.18","109","57.30","3.14","109/4",
"5288","豐祥-KY","2.88","109","16.55","2.98","109/4",
"5388","中磊","3.54","109","20.25","2.38","109/4",
"5434","崇越","5.90","109","11.91","2.33","109/4",
"5469","瀚宇博","3.39","108","8.22","0.91","109/4",
"5471","松翰","5.53","109","16.86","4.44","109/4",
"5484","慧友","0.00","108","-","1.86","109/3",
"5515","建國","5.82","109","11.55","0.82","109/3",
"5519","隆大","7.24","108","9.01","0.93","109/4",
"5521","工信","0.00","108","3.52","0.85","109/3",
"5522","遠雄","8.04","109","11.41","1.05","109/4",
"5525","順天","2.03","109","145.00","1.41","109/4",
"5531","鄉林","0.00","108","35.88","1.31","109/3",
"5533","皇鼎","3.64","109","19.41","0.63","109/4",
"5534","長虹","6.07","109","9.14","1.31","109/4",
"5538","東明-KY","4.79","109","12.79","1.52","109/4",
"5546","永固-KY","7.40","109","8.79","2.03","109/4",
"5607","遠雄港","4.10","109","14.63","1.19","109/4",
"5608","四維航","0.00","108","-","1.46","109/4",
"5706","鳳凰","0.69","109","288.67","2.63","109/4",
"5871","中租-KY","2.76","109","18.12","3.20","109/4",
"5876","上海商銀","4.07","109","13.66","1.22","109/3",
"5880","合庫金","4.98","109","17.02","1.22","109/4",
"5906","台南-KY","2.21","109","19.26","3.72","109/4",
"5907","大洋-KY","10.97","108","501.25","0.48","109/3",
"6005","群益證","7.12","109","9.42","0.93","109/4",
"6024","群益期","6.88","109","14.09","1.38","109/4",
"6108","競國","2.32","109","-","0.99","109/3",
"6112","聚碩","5.70","109","15.02","1.93","109/4",
"6115","鎰勝","6.30","109","17.23","1.77","109/4",
"6116","彩晶","3.19","109","12.32","1.07","109/4",
"6117","迎廣","0.00","108","-","1.24","109/4",
"6120","達運","0.00","108","-","1.08","109/4",
"6128","上福","3.68","109","23.41","1.09","109/4",
"6133","金橋","2.48","108","505.00","0.85","109/3",
"6136","富爾特","6.01","109","38.13","0.80","109/4",
"6139","亞翔","3.16","109","20.79","0.94","109/4",
"6141","柏承","1.49","109","12.50","1.74","109/4",
"6142","友勁","0.00","108","-","1.55","109/4",
"6152","百一","0.00","108","86.15","1.36","109/4",
"6153","嘉聯益","0.68","108","31.14","1.30","109/4",
"6155","鈞寶","2.67","109","71.92","1.72","109/4",
"6164","華興","0.00","108","-","1.11","109/4",
"6165","浪凡","0.00","108","305.00","4.88","109/3",
"6166","凌華","1.54","109","57.86","3.12","109/4",
"6168","宏齊","3.67","109","27.21","1.33","109/4",
"6172","互億","0.61","109","82.13","3.03","109/4",
"6176","瑞儀","6.30","108","11.30","2.01","109/4",
"6177","達麗","9.55","108","74.76","2.16","109/4",
"6183","關貿","3.76","109","21.38","3.23","109/4",
"6184","大豐電","6.68","109","13.28","1.56","109/4",
"6189","豐藝","7.04","109","14.61","1.88","109/3",
"6191","精成科","1.56","108","9.36","1.07","109/4",
"6192","巨路","4.50","109","10.83","1.54","109/4",
"6196","帆宣","3.07","109","23.36","3.40","109/4",
"6197","佳必琪","6.64","109","20.52","1.78","109/4",
"6201","亞弘電","5.92","109","15.13","1.80","109/4",
"6202","盛群","4.79","109","20.88","4.85","109/4",
"6205","詮欣","3.51","109","21.35","1.69","109/4",
"6206","飛捷","5.95","109","16.31","2.22","109/4",
"6209","今國光","0.00","108","-","2.15","109/4",
"6213","聯茂","3.65","109","17.10","3.41","109/4",
"6214","精誠","5.67","108","13.13","1.62","109/4",
"6215","和椿","2.09","109","24.95","1.77","109/4",
"6216","居易","5.78","109","20.60","1.49","109/4",
"6224","聚鼎","3.31","109","25.65","4.57","109/4",
"6225","天瀚","0.00","108","-","30.62","109/4",
"6226","光鼎","3.86","108","-","1.00","109/4",
"6230","尼得科超眾","0.64","109","27.68","4.51","109/3",
"6235","華孚","2.67","109","5.86","1.60","109/4",
"6239","力成","4.76","109","12.18","1.77","109/4",
"6243","迅杰","0.00","108","-","3.80","109/4",
"6251","定穎","1.88","109","8.69","1.15","109/4",
"6257","矽格","5.52","109","12.71","1.78","109/4",
"6269","台郡","3.98","109","15.46","1.77","109/4",
"6271","同欣電","2.68","109","25.25","1.73","109/4",
"6277","宏正","6.23","109","7.04","2.20","109/4",
"6278","台表科","2.80","109","15.73","2.56","109/4",
"6281","全國電","6.05","109","14.09","3.14","109/4",
"6282","康舒","3.77","108","11.48","1.51","109/4",
"6283","淳安","0.00","108","-","4.83","109/3",
"6285","啟碁","3.36","109","20.16","1.76","109/4",
"6288","聯嘉","2.29","109","37.26","2.15","109/4",
"6289","華上","0.00","108","-","101.67","109/4",
"6405","悅城","2.72","109","16.70","0.77","109/4",
"6409","旭隼","2.18","109","42.98","17.69","109/4",
"6412","群電","4.90","109","14.83","3.33","109/4",
"6414","樺漢","2.01","109","20.75","2.49","109/4",
"6415","矽力-KY","0.46","109","65.17","11.85","109/4",
"6416","瑞祺電通","2.44","109","29.26","3.54","109/4",
"6426","統新","2.46","109","28.35","2.84","109/4",
"6431","光麗-KY","0.00","108","-","5.22","109/3",
"6438","迅得","4.35","109","15.71","2.78","109/4",
"6442","光聖","3.15","109","-","1.23","109/4",
"6443","元晶","0.00","108","-","6.08","109/3",
"6449","鈺邦","1.48","108","21.88","2.62","109/4",
"6451","訊芯-KY","2.91","108","18.50","2.16","109/4",
"6456","GIS-KY","3.13","109","11.59","1.50","109/4",
"6464","台數科","2.91","109","12.87","1.94","109/4",
"6477","安集","1.45","108","27.06","2.97","109/4",
"6491","晶碩","1.29","109","37.82","5.89","109/4",
"6504","南六","6.67","109","8.99","3.06","109/4",
"6505","台塑化","0.61","109","123.85","2.99","109/4",
"6515","穎崴","3.39","109","22.11","6.63","109/4",
"6525","捷敏-KY","5.17","109","16.40","2.92","109/4",
"6531","愛普","0.55","109","82.50","21.58","109/4",
"6533","晶心科","0.13","109","717.07","20.98","109/4",
"6541","泰福-KY","0.00","108","-","10.34","109/4",
"6552","易華電","2.21","109","37.88","2.48","109/4",
"6558","興能高","0.62","109","67.71","3.04","109/4",
"6573","虹揚-KY","0.00","108","-","1.07","109/3",
"6579","研揚","4.27","109","27.21","1.33","109/4",
"6581","鋼聯","4.00","109","20.49","2.35","109/4",
"6582","申豐","4.71","109","12.69","4.66","109/4",
"6591","動力-KY","4.15","109","12.85","1.54","109/4",
"6592","和潤企業","3.96","109","17.61","2.12","109/4",
"6598","ABC-KY","0.00","108","-","3.61","109/4",
"6605","帝寶","2.38","108","24.32","0.80","109/3",
"6625","必應","0.29","108","-","2.34","109/4",
"6641","基士德-KY","6.43","109","10.69","1.83","109/4",
"6655","科定","3.48","108","13.63","1.71","109/4",
"6666","羅麗芬-KY","2.07","109","43.91","2.80","109/4",
"6668","中揚光","0.92","109","35.60","2.31","109/4",
"6669","緯穎","3.76","109","17.26","6.06","109/4",
"6670","復盛應用","2.93","109","26.16","4.66","109/4",
"6671","三能-KY","6.47","109","12.68","1.69","109/4",
"6672","騰輝電子-KY","5.46","108","17.55","2.67","109/4",
"6674","鋐寶科技","3.47","108","57.71","1.63","109/4",
"6698","旭暉應材","0.98","109","725.71","2.71","109/4",
"6706","惠特","2.30","109","34.12","4.78","109/4",
"6715","嘉基","1.92","109","27.25","4.46","109/4",
"6743","安普新","1.75","109","67.54","10.66","109/3",
"6754","匯僑設計","6.11","109","14.20","1.54","109/4",
"6756","威鋒電子","1.39","109","68.75","8.37","109/4",
"6781","AES-KY","0.00","108","40.44","10.08","109/4",
"8011","台通","0.00","108","-","0.97","109/4",
"8016","矽創","3.14","109","20.71","4.32","109/4",
"8021","尖點","4.81","109","16.59","1.05","109/4",
"8028","昇陽半導體","3.72","108","52.65","3.08","109/4",
"8033","雷虎","0.00","108","-","3.57","109/3",
"8039","台虹","4.82","109","14.03","1.46","109/4",
"8046","南電","0.96","109","62.79","7.11","109/4",
"8070","長華*","3.17","109","26.25","4.03","109/4",
"8072","陞泰","0.69","109","-","1.06","109/4",
"8081","致新","4.61","109","16.83","3.88","109/4",
"8101","華冠","0.00","108","-","1.04","109/3",
"8103","瀚荃","3.52","109","14.58","1.20","109/4",
"8104","錸寶","5.58","109","27.88","1.84","109/3",
"8105","凌巨","0.75","108","-","0.84","109/4",
"8110","華東","0.00","108","26.83","0.58","109/4",
"8112","至上","7.00","109","10.18","2.02","109/4",
"8114","振樺電","1.85","109","49.09","2.44","109/4",
"8131","福懋科","5.74","109","12.65","1.50","109/4",
"8150","南茂","4.90","109","13.82","1.57","109/4",
"8163","達方","5.25","109","14.75","1.45","109/4",
"8201","無敵","0.00","108","-","1.14","109/3",
"8210","勤誠","4.69","109","10.56","2.63","109/4",
"8213","志超","4.89","108","7.10","1.09","109/4",
"8215","明基材","1.56","108","26.14","2.39","109/4",
"8222","寶一","3.26","108","-","1.11","109/4",
"8249","菱光","5.56","109","22.08","0.88","109/3",
"8261","富鼎","1.69","109","24.18","3.01","109/4",
"8271","宇瞻","4.65","109","15.09","1.56","109/4",
"8341","日友","3.60","109","25.59","8.02","109/4",
"8367","建新國際","4.84","109","11.31","1.17","109/4",
"8374","羅昇","1.10","108","34.87","1.55","109/4",
"8404","百和興業-KY","3.47","109","17.70","1.66","109/4",
"8411","福貞-KY","2.06","109","17.56","0.47","109/3",
"8422","可寧衛","5.78","109","16.00","3.30","109/4",
"8427","基勝-KY","0.73","108","-","1.40","109/4",
"8429","金麗-KY","0.24","108","-","0.25","109/3",
"8442","威宏-KY","0.75","108","174.35","1.38","109/3",
"8443","阿瘦","1.28","109","-","0.59","109/3",
"8454","富邦媒","0.89","108","69.02","19.35","109/4",
"8462","柏文","3.88","109","30.15","5.69","109/4",
"8463","潤泰材","2.05","109","43.22","2.36","109/4",
"8464","億豐","2.52","109","24.30","7.59","109/4",
"8466","美吉吉-KY","4.75","109","14.98","1.59","109/4",
"8467","波力-KY","4.18","108","99.79","1.75","109/4",
"8473","山林水","4.83","108","17.92","0.98","109/3",
"8478","東哥遊艇","1.72","109","55.52","2.11","109/4",
"8480","泰昇-KY","5.00","109","12.05","2.63","109/4",
"8481","政伸","7.72","109","7.25","3.19","109/4",
"8482","商億-KY","6.02","109","13.15","2.89","109/4",
"8488","吉源-KY","1.94","109","20.67","0.41","109/4",
"8499","鼎炫-KY","5.10","109","12.90","3.75","109/3",
"8926","台汽電","4.86","109","21.60","1.91","109/4",
"8940","新天地","0.00","108","-","1.27","109/4",
"8996","高力","3.05","109","44.21","2.59","109/4",
"9802","鈺齊-KY","3.35","109","23.45","2.49","109/4",
"9902","台火","2.69","109","33.79","0.89","109/4",
"9904","寶成","3.78","108","20.18","0.73","109/4",
"9905","大華","5.95","109","13.77","1.06","109/4",
"9906","欣巴巴","0.00","108","-","5.51","109/3",
"9907","統一實","4.42","109","20.69","1.01","109/4",
"9908","大台北","3.26","109","20.58","1.48","109/4",
"9910","豐泰","1.90","109","35.26","9.91","109/4",
"9911","櫻花","4.54","108","14.31","2.54","109/4",
"9912","偉聯","0.00","108","-","1.10","109/3",
"9914","美利達","1.99","109","26.35","6.56","109/4",
"9917","中保科","5.39","109","17.12","3.64","109/4",
"9918","欣天然","4.23","109","20.57","2.19","109/4",
"9919","康那香","8.50","109","7.84","2.21","109/4",
"9921","巨大","2.35","109","25.76","5.07","109/4",
"9924","福興","5.53","109","10.76","1.52","109/4",
"9925","新保","5.24","109","15.96","1.57","109/3",
"9926","新海","3.71","109","20.75","2.66","109/4",
"9927","泰銘","3.38","109","17.59","1.19","109/4",
"9928","中視","0.00","108","-","1.98","109/4",
"9929","秋雨","3.09","109","1.54","1.23","109/4",
"9930","中聯資源","4.31","109","15.11","2.15","109/4",
"9931","欣高","3.13","109","23.99","2.09","109/4",
"9933","中鼎","5.28","109","37.52","1.82","109/4",
"9934","成霖","3.53","108","21.25","1.10","109/4",
"9935","慶豐富","2.15","108","16.38","2.29","109/3",
"9937","全國","4.55","109","19.65","3.00","109/4",
"9938","百和","3.71","109","15.53","2.46","109/4",
"9939","宏全","5.35","109","11.70","1.48","109/4",
"9940","信義","5.74","109","14.03","1.89","109/4",
"9941","裕融","4.82","109","17.70","2.88","109/4",
"9942","茂順","4.56","109","19.87","2.53","109/4",
"9943","好樂迪","7.40","108","15.01","2.40","109/4",
"9944","新麗","1.95","109","29.78","0.79","109/4",
"9945","潤泰新","10.22","109","8.56","0.64","109/4",
"9946","三發地產","9.94","108","29.12","0.81","109/4",
"9955","佳龍","0.00","108","-","1.16","109/3",
"9958","世紀鋼","3.69","109","25.29","3.40","109/4",
""
"說明： 

本網頁資料僅供研究參考用途，任何資料均不應視為對買賣證券之投資建議。


本網頁資料推計基礎如下：
1. 本益比 = 收盤價／每股參考稅後純益，其中每股參考稅後純益 = 該公司稅後參考純益／發行參考股數，當每股參考稅後純益為0或負數時，則不計算本益比。以上純益資料採用各上市公司於公開資訊觀測站過去已申報格式化之近滿4季財務報告為計算基礎。依據一般公認會計準則，若新設公司非於1月1日設立，該公司申報全年度合併財務報表採用自設立日起編製，未追溯自年初編製，當遇有上開公司在計算其「本益比」時，仍採用該公司申報資料計算。例如合庫金控(5880)於100年12月1日設立，在上市初期該公司「本益比」所採計之最近四季稅後純益為自成立以來迄至100年底之稅後純益計算，特此說明。 
2. 殖利率 = 每股股利／收盤價*100%，其中每股股利採用該公司近期每股配發之盈餘分配之現金股利(元/股) + 法定盈餘公積、資本公積發放之現金 (元/股) + 盈餘轉增資股票股利(元/股)為計算基礎。 
3. 股價淨值比 = 收盤價／每股參考淨值，其中每股參考淨值採用公開資訊觀測站公告之最近一季每股參考淨值，於102年5月中旬之前採用該公司最近一季淨值除以除權變動之採樣股數為推計基礎。
4. 股利年度：計算殖利率，所採用上市公司於公開資訊觀測站公告之股利分派年度。(如股利年度為105，表示該公司以105年之盈餘分派股利)
5. 財報年／季：計算本益比及股價淨值比，所參考上市公司於公開資訊觀測站申報之財務報告年度季別。
6. 本網頁所採用發行參考股數是以公開資訊觀測站公告最近一季財務報表之淨值及每股參考淨值為推計基礎，於102年5月中旬之前採用除權變動之採樣股數為推計基礎。上市公司於公開資訊觀測站未申報格式化之財務報告或未齊全者，不計算本益比及股價淨值比或以其申報及相關資料推計。以上本網頁所採用之財務及股利相關資料為計算當時公開資訊觀測站已公告申報格式化之資料，而非同期即時資訊，且不作回溯計算，謹此說明。當日若無收盤價則以本公司營業細則第58-3條第2項第2款之原則所決定價格替代。
7. 股利年度及財報年/季資訊自民國106年4月12日起提供。
8. 股票名稱有附註「*」為每股面額非新台幣10元股票，其本益比、殖利率及股價淨值比之數值自面額變更換發新股即配合調整計算。"

