"110年03月26日 個股日本益比、殖利率及股價淨值比"
"證券代號","證券名稱","殖利率(%)","股利年度","本益比","股價淨值比","財報年/季",
"3014","聯陽","6.23","109","16.57","3.23","109/4",
"3015","全漢","6.11","109","13.75","0.82","109/4",
"3016","嘉晶","0.36","109","782.22","4.87","109/4",
"3017","奇鋐","4.17","109","12.40","2.24","109/4",
"3018","同開","0.00","108","-","2.42","109/3",
"3019","亞光","1.13","109","62.55","2.21","109/4",
"3021","鴻名","2.88","109","21.89","1.84","109/3",
"3022","威強電","3.41","109","10.39","1.36","109/4",
"3023","信邦","2.35","109","29.57","6.83","109/4",
"3024","憶聲","1.81","108","52.83","1.28","109/3",
"3025","星通","1.53","108","34.68","3.26","109/3",
"3026","禾伸堂","6.23","109","15.46","2.20","109/4",
"3027","盛達","0.00","108","50.98","1.58","109/3",
"3028","增你強","6.95","109","16.48","1.24","109/3",
"3029","零壹","6.46","109","13.20","2.20","109/4",
"3030","德律","5.57","109","12.79","2.45","109/4",
"3031","佰鴻","4.76","109","22.40","1.07","109/4",
"3032","偉訓","6.44","109","12.04","2.33","109/3",
"3033","威健","2.64","108","14.44","1.37","109/3",
"3034","聯詠","1.85","108","29.30","8.67","109/4",
"3035","智原","2.11","108","48.24","2.06","109/4",
"3036","文曄","4.50","108","11.29","0.93","109/4",
"3037","欣興","1.56","109","24.17","2.72","109/4",
"3038","全台","6.03","109","12.68","1.52","109/4",
"3040","遠見","11.35","109","7.92","1.89","109/4",
"3041","揚智","0.00","108","-","1.80","109/4",
"3042","晶技","3.80","109","24.45","3.46","109/3",
"3043","科風","0.00","108","-","6.35","109/3",
"3044","健鼎","5.23","108","11.89","2.02","109/4",
"3045","台灣大","4.82","108","24.56","4.24","109/4",
"3046","建碁","0.00","108","-","2.21","109/4",
"3047","訊舟","2.15","109","24.11","1.16","109/4",
"3048","益登","8.81","109","10.51","1.97","109/4",
"3049","和鑫","3.47","109","26.16","0.96","109/4",
"3050","鈺德","2.68","108","30.57","1.17","109/3",
"3051","力特","0.00","108","-","1.74","109/3",
"3052","夆典","3.85","108","5.04","0.87","109/3",
"3054","立萬利","0.00","108","-","2.01","109/4",
"3055","蔚華科","1.15","108","87.25","1.46","109/3",
"3056","總太","7.67","109","8.01","1.57","109/4",
"3057","喬鼎","0.00","108","-","1.09","109/3",
"3058","立德","0.98","109","-","1.26","109/3",
"3059","華晶科","1.44","108","60.08","1.14","109/4",
"3060","銘異","0.00","108","-","0.75","109/4",
"3062","建漢","0.71","108","-","1.29","109/3",
"3090","日電貿","6.57","108","15.86","2.29","109/4",
"3094","聯傑","1.95","109","100.24","3.22","109/4",
"3130","一零四","4.88","109","20.51","3.64","109/4",
"3138","耀登","0.36","109","210.09","25.60","109/3",
"3149","正達","0.00","108","-","6.16","109/3",
"3164","景岳","2.95","109","33.38","1.54","109/4",
"3167","大量","4.94","109","11.61","2.34","109/4",
"3189","景碩","0.98","109","85.42","1.80","109/4",
"3209","全科","7.37","109","11.13","1.61","109/4",
"3229","晟鈦","0.00","108","-","1.56","109/3",
"3231","緯創","6.58","109","10.72","1.30","109/4",
"3257","虹冠電","4.73","109","25.56","3.93","109/4",
"3266","昇陽","3.86","108","32.38","0.89","109/4",
"3296","勝德","1.06","109","94.57","1.43","109/4",
"3305","昇貿","3.69","109","40.20","1.35","109/3",
"3308","聯德","0.00","108","-","1.17","109/4",
"3311","閎暉","0.00","108","-","1.08","109/4",
"3312","弘憶股","6.52","108","15.86","1.62","109/3",
"3321","同泰","0.00","108","-","2.47","109/4",
"3338","泰碩","2.99","109","23.52","3.13","109/4",
"3346","麗清","0.26","109","-","3.32","109/3",
"3356","奇偶","3.47","109","16.30","1.48","109/4",
"3376","新日興","3.10","108","14.81","1.58","109/4",
"3380","明泰","1.23","108","34.61","1.99","109/4",
"3383","新世紀","0.00","108","-","1.95","109/4",
"3406","玉晶光","1.92","108","17.09","3.31","109/4",
"3413","京鼎","2.86","109","16.44","3.70","109/4",
"3416","融程電","5.04","109","22.46","2.61","109/4",
"3419","譁裕","0.00","108","103.86","1.82","109/3",
"3432","台端","1.81","109","28.27","0.60","109/4",
"3437","榮創","0.00","108","-","2.04","109/4",
"3443","創意","1.27","109","62.07","11.75","109/4",
"3450","聯鈞","2.18","109","38.91","2.42","109/4",
"3454","晶睿","2.33","109","29.86","2.58","109/4",
"3481","群創","0.50","108","117.65","0.82","109/4",
"3494","誠研","0.00","108","-","0.86","109/3",
"3501","維熹","5.64","108","14.82","1.06","109/4",
"3504","揚明光","0.00","108","-","2.87","109/4",
"3515","華擎","5.05","109","14.03","2.77","109/4",
"3518","柏騰","0.00","108","-","1.79","109/4",
"3528","安馳","6.44","109","14.17","1.95","109/4",
"3530","晶相光","2.43","109","31.51","4.02","109/4",
"3532","台勝科","1.57","109","40.65","2.61","109/4",
"3533","嘉澤","2.66","109","18.92","3.83","109/4",
"3535","晶彩科","2.60","108","-","1.58","109/3",
"3536","誠創","0.00","108","-","2.89","109/3",
"3543","州巧","2.61","108","-","0.96","109/4",
"3545","敦泰","0.32","108","65.50","4.57","109/3",
"3550","聯穎","2.73","108","19.47","0.82","109/4",
"3557","嘉威","6.32","109","9.49","4.30","109/4",
"3563","牧德","4.17","109","19.51","5.11","109/4",
"3576","聯合再生","0.00","108","-","2.10","109/3",
"3583","辛耘","2.73","109","17.84","1.91","109/4",
"3588","通嘉","1.17","108","88.75","3.08","109/3",
"3591","艾笛森","1.52","109","62.14","1.01","109/4",
"3593","力銘","0.00","108","21.56","2.63","109/4",
"3596","智易","5.91","109","13.38","1.97","109/4",
"3605","宏致","1.63","108","19.13","1.29","109/3",
"3607","谷崧","0.00","108","-","0.73","109/3",
"3617","碩天","6.27","109","25.55","1.57","109/3",
"3622","洋華","2.27","108","28.47","1.15","109/4",
"3645","達邁","2.63","109","20.73","2.68","109/4",
"3653","健策","2.21","109","37.94","5.20","109/4",
"3661","世芯-KY","0.73","109","69.32","14.89","109/4",
"3665","貿聯-KY","3.08","109","20.21","2.83","109/3",
"3669","圓展","6.17","109","9.55","2.35","109/4",
"3673","TPK-KY","2.01","109","29.24","0.56","109/3",
"3679","新至陞","2.43","108","14.25","2.31","109/4",
"3682","亞太電","0.00","108","-","1.22","109/4",
"3686","達能","0.00","108","-","2.45","109/4",
"3694","海華","0.00","108","15.35","2.21","109/3",
"3701","大眾控","0.00","108","-","1.27","109/3",
"3702","大聯大","5.01","108","11.58","1.42","109/3",
"3703","欣陸","5.74","109","13.05","0.85","109/4",
"3704","合勤控","1.37","109","19.26","1.93","109/4",
"3705","永信","4.99","108","13.98","1.87","109/3",
"3706","神達","3.50","109","11.72","0.80","109/4",
"3708","上緯投控","2.57","109","20.09","2.37","109/4",
"3711","日月光投控","1.87","108","16.59","2.09","109/4",
"3712","永崴投控","0.00","108","-","1.12","109/3",
"3714","富采","0.00","108","-","-","108/4",
"4104","佳醫","5.98","109","14.44","1.09","109/4",
"4106","雃博","2.07","109","24.40","1.30","109/3",
"4108","懷特","0.00","108","-","3.48","109/4",
"4119","旭富","2.64","109","20.91","2.27","109/4",
"4133","亞諾法","0.19","108","111.46","2.69","109/3",
"4137","麗豐-KY","5.55","108","19.47","4.24","109/4",
"4141","龍燈-KY","0.00","108","-","0.44","109/3",
"4142","國光生","0.00","108","-","4.82","109/3",
"4148","全宇生技-KY","2.76","108","48.27","1.20","109/3",
"4155","訊映","5.23","109","19.67","1.48","109/3",
"4164","承業醫","5.16","109","16.57","1.04","109/4",
"4190","佐登-KY","3.18","109","20.28","3.02","109/3",
"4306","炎洲","6.54","109","10.29","0.88","109/4",
"4414","如興","0.00","108","-","0.83","109/3",
"4426","利勤","4.55","108","-","1.44","109/3",
"4438","廣越","6.30","108","22.88","1.85","109/4",
"4439","冠星-KY","4.14","109","11.83","2.04","109/4",
"4526","東台","1.29","108","-","0.77","109/3",
"4532","瑞智","3.26","109","15.21","1.23","109/4",
"4536","拓凱","2.87","109","25.33","3.09","109/3",
"4540","全球傳動","1.37","109","60.31","1.80","109/4",
"4545","銘鈺","1.90","109","74.23","1.31","109/4",
"4551","智伸科","2.10","109","31.80","3.51","109/4",
"4552","力達-KY","4.69","108","15.04","0.84","109/3",
"4555","氣立","2.61","109","28.19","1.47","109/4",
"4557","永新-KY","5.48","109","17.70","1.74","109/4",
"4560","強信-KY","9.34","108","20.53","1.97","109/3",
"4562","穎漢","0.00","108","-","1.75","109/4",
"4564","元翎","3.27","109","24.36","1.65","109/4",
"4566","時碩工業","2.72","108","43.45","1.90","109/3",
"4571","鈞興-KY","2.02","108","33.20","4.66","109/3",
"4572","駐龍","5.18","109","105.00","1.88","109/4",
"4576","大銀微系統","0.24","109","143.86","5.65","109/4",
"4581","光隆精密-KY","5.03","109","18.15","1.58","109/3",
"4720","德淵","1.87","108","28.16","1.31","109/3",
"4722","國精化","5.87","109","11.82","1.31","109/4",
"4737","華廣","2.56","109","75.19","2.27","109/4",
"4739","康普","1.68","109","40.57","1.93","109/4",
"4746","台耀","0.00","108","14.91","1.14","109/4",
"4755","三福化","4.67","109","14.93","1.81","109/3",
"4763","材料-KY","5.22","109","13.28","4.50","109/4",
"4764","雙鍵","1.93","108","76.95","2.15","109/4",
"4766","南寶","3.72","108","15.96","1.90","109/4",
"4807","日成-KY","2.05","109","8.65","1.05","109/3",
"4904","遠傳","5.15","109","24.65","3.05","109/4",
"4906","正文","1.54","108","9.89","1.26","109/3",
"4912","聯德控股-KY","1.36","108","22.44","4.25","109/3",
"4915","致伸","4.81","109","14.65","2.12","109/4",
"4916","事欣科","2.08","109","-","1.64","109/4",
"4919","新唐","1.69","109","33.42","1.55","109/4",
"4927","泰鼎-KY","4.50","109","12.22","1.78","109/3",
"4930","燦星網","11.01","109","14.26","1.12","109/4",
"4934","太極","0.00","108","-","3.01","109/3",
"4935","茂林-KY","5.24","109","10.14","1.90","109/4",
"4938","和碩","6.10","108","9.72","1.21","109/4",
"4942","嘉彰","6.07","109","8.66","0.78","109/4",
"4943","康控-KY","2.59","108","104.46","2.47","109/3",
"4952","凌通","4.74","109","19.54","2.61","109/4",
"4956","光鋐","0.00","108","160.94","1.41","109/4",
"4958","臻鼎-KY","3.61","108","15.05","1.67","109/3",
"4960","誠美材","0.00","108","-","0.87","109/4",
"4961","天鈺","0.34","108","176.97","11.46","109/3",
"4967","十銓","1.86","108","39.14","2.64","109/3",
"4968","立積","1.27","109","46.02","18.25","109/4",
"4976","佳凌","0.00","108","-","7.78","109/4",
"4977","眾達-KY","5.15","109","17.04","3.22","109/3",
"4989","榮科","1.64","109","165.91","2.74","109/4",
"4994","傳奇","3.84","109","20.00","4.85","109/4",
"4999","鑫禾","4.13","108","10.71","1.27","109/4",
"5007","三星","3.25","109","30.15","2.89","109/4",
"5203","訊連","2.23","109","43.38","2.14","109/4",
"5215","科嘉-KY","6.28","109","10.94","2.95","109/4",
"5225","東科-KY","2.23","108","-","1.18","109/4",
"5234","達興材料","5.49","109","14.81","3.23","109/4",
"5243","乙盛-KY","2.22","109","28.02","2.18","109/4",
"5258","虹堡","0.00","108","6.13","1.39","109/3",
"5269","祥碩","1.56","109","36.41","7.56","109/4",
"5283","禾聯碩","6.20","109","10.02","2.45","109/4",
"5284","jpp-KY","4.63","108","19.16","1.03","109/3",
"5285","界霖","3.39","109","53.80","2.95","109/4",
"5288","豐祥-KY","2.87","109","16.61","2.99","109/4",
"5388","中磊","3.55","109","20.17","2.37","109/4",
"5434","崇越","6.04","109","12.52","2.43","109/3",
"5469","瀚宇博","3.38","108","8.24","0.91","109/4",
"5471","松翰","5.82","109","16.04","4.22","109/4",
"5484","慧友","0.00","108","-","1.77","109/3",
"5515","建國","3.78","108","11.55","0.82","109/3",
"5519","隆大","7.42","108","8.79","0.91","109/4",
"5521","工信","0.00","108","3.57","0.86","109/3",
"5522","遠雄","8.08","109","13.65","1.10","109/3",
"5525","順天","2.04","109","144.12","1.41","109/4",
"5531","鄉林","0.00","108","36.75","1.34","109/3",
"5533","皇鼎","3.65","109","19.35","0.63","109/4",
"5534","長虹","6.06","109","9.71","1.40","109/3",
"5538","東明-KY","4.93","109","13.42","1.58","109/3",
"5546","永固-KY","7.23","109","8.99","2.08","109/4",
"5607","遠雄港","3.55","108","14.10","1.15","109/4",
"5608","四維航","0.00","108","-","1.36","109/3",
"5706","鳳凰","0.69","109","288.67","2.63","109/4",
"5871","中租-KY","2.61","108","17.39","3.07","109/4",
"5876","上海商銀","4.95","108","13.53","1.21","109/3",
"5880","合庫金","5.02","109","16.85","1.21","109/4",
"5906","台南-KY","2.19","109","19.40","3.75","109/4",
"5907","大洋-KY","11.00","108","500.00","0.48","109/3",
"6005","群益證","5.30","108","10.94","0.95","109/3",
"6024","群益期","4.64","108","13.83","1.36","109/4",
"6108","競國","2.32","109","-","0.99","109/3",
"6112","聚碩","5.67","109","15.10","1.94","109/4",
"6115","鎰勝","6.36","109","17.05","1.75","109/4",
"6116","彩晶","3.62","109","10.87","0.94","109/4",
"6117","迎廣","0.00","108","-","1.24","109/4",
"6120","達運","0.00","108","-","0.99","109/4",
"6128","上福","8.89","108","21.60","1.10","109/3",
"6133","金橋","2.46","108","507.50","0.86","109/3",
"6136","富爾特","7.65","108","38.13","0.85","109/3",
"6139","亞翔","3.15","109","21.60","0.95","109/3",
"6141","柏承","1.53","109","12.18","1.70","109/4",
"6142","友勁","0.00","108","-","1.56","109/4",
"6152","百一","0.00","108","87.69","1.38","109/4",
"6153","嘉聯益","0.67","108","31.78","1.32","109/4",
"6155","鈞寶","2.68","109","71.67","1.71","109/4",
"6164","華興","0.00","108","-","1.10","109/4",
"6165","浪凡","0.00","108","321.33","5.14","109/3",
"6166","凌華","2.52","108","46.96","3.09","109/3",
"6168","宏齊","0.00","108","52.50","1.40","109/3",
"6172","互億","0.64","109","-","3.03","109/3",
"6176","瑞儀","6.43","108","11.08","1.97","109/4",
"6177","達麗","9.77","108","73.10","2.11","109/4",
"6183","關貿","3.73","109","21.56","3.26","109/4",
"6184","大豐電","6.67","109","13.31","1.57","109/4",
"6189","豐藝","7.26","109","14.17","1.82","109/3",
"6191","精成科","1.58","108","9.27","1.06","109/4",
"6192","巨路","4.67","109","10.44","1.49","109/4",
"6196","帆宣","3.13","109","22.95","3.34","109/4",
"6197","佳必琪","6.68","109","20.38","1.77","109/4",
"6201","亞弘電","5.92","109","15.13","1.80","109/4",
"6202","盛群","5.04","109","19.82","4.60","109/4",
"6205","詮欣","3.50","109","21.43","1.70","109/4",
"6206","飛捷","6.03","109","16.09","2.19","109/4",
"6209","今國光","0.00","108","-","2.01","109/4",
"6213","聯茂","3.58","109","17.42","3.47","109/4",
"6214","精誠","5.69","108","13.07","1.61","109/4",
"6215","和椿","2.07","109","25.21","1.79","109/4",
"6216","居易","7.25","108","20.48","1.48","109/4",
"6224","聚鼎","3.32","109","25.55","4.55","109/4",
"6225","天瀚","0.00","108","-","30.77","109/4",
"6226","光鼎","3.88","108","-","0.99","109/4",
"6230","尼得科超眾","0.63","109","27.81","4.53","109/3",
"6235","華孚","2.61","109","5.99","1.64","109/4",
"6239","力成","4.85","109","11.24","1.80","109/3",
"6243","迅杰","0.00","108","-","3.58","109/4",
"6251","定穎","2.01","109","8.14","1.08","109/4",
"6257","矽格","5.57","109","12.62","1.77","109/4",
"6269","台郡","4.05","109","15.21","1.75","109/4",
"6271","同欣電","2.75","109","24.63","1.69","109/4",
"6277","宏正","6.24","109","7.02","2.20","109/4",
"6278","台表科","2.82","109","15.60","2.54","109/4",
"6281","全國電","6.08","109","14.02","3.12","109/4",
"6282","康舒","3.83","108","11.32","1.49","109/4",
"6283","淳安","0.00","108","-","4.67","109/3",
"6285","啟碁","3.38","109","20.03","1.75","109/4",
"6288","聯嘉","2.23","109","33.35","2.26","109/3",
"6289","華上","0.00","108","-","28.45","109/3",
"6405","悅城","2.75","109","16.52","0.76","109/4",
"6409","旭隼","2.21","109","42.38","17.44","109/4",
"6412","群電","4.88","109","14.86","3.34","109/4",
"6414","樺漢","2.00","108","20.07","2.56","109/3",
"6415","矽力-KY","0.45","109","65.60","11.93","109/4",
"6416","瑞祺電通","1.83","108","30.41","3.76","109/3",
"6426","統新","2.45","109","28.49","2.87","109/3",
"6431","光麗-KY","0.00","108","-","4.93","109/3",
"6438","迅得","4.59","109","14.88","2.63","109/4",
"6442","光聖","3.16","109","-","1.23","109/4",
"6443","元晶","0.00","108","-","5.55","109/3",
"6449","鈺邦","1.47","108","22.04","2.64","109/4",
"6451","訊芯-KY","2.94","108","18.36","2.15","109/4",
"6456","GIS-KY","3.16","109","11.46","1.48","109/4",
"6464","台數科","3.84","108","12.87","1.94","109/4",
"6477","安集","1.48","108","26.45","2.91","109/4",
"6491","晶碩","1.28","109","38.31","5.96","109/4",
"6504","南六","6.69","109","8.97","3.05","109/4",
"6505","台塑化","0.61","109","124.10","2.99","109/4",
"6515","穎崴","3.48","109","21.50","6.45","109/4",
"6525","捷敏-KY","5.25","109","16.14","2.87","109/4",
"6531","愛普","0.57","109","79.49","20.79","109/4",
"6533","晶心科","0.13","109","707.32","20.69","109/4",
"6541","泰福-KY","0.00","108","-","17.21","109/3",
"6552","易華電","2.19","109","38.21","2.50","109/4",
"6558","興能高","0.61","109","68.40","3.07","109/4",
"6573","虹揚-KY","0.00","108","-","1.10","109/3",
"6579","研揚","4.28","109","27.17","1.33","109/4",
"6581","鋼聯","3.82","109","21.45","2.46","109/4",
"6582","申豐","5.28","109","11.31","4.15","109/4",
"6591","動力-KY","4.20","109","12.70","1.52","109/4",
"6592","和潤企業","4.02","109","17.33","2.08","109/4",
"6598","ABC-KY","0.00","108","-","3.68","109/3",
"6605","帝寶","2.40","108","24.13","0.80","109/3",
"6625","必應","0.29","108","-","2.38","109/4",
"6641","基士德-KY","6.45","109","10.66","1.83","109/4",
"6655","科定","3.48","108","13.63","1.71","109/4",
"6666","羅麗芬-KY","2.12","109","42.82","2.73","109/4",
"6668","中揚光","0.92","109","58.74","2.40","109/3",
"6669","緯穎","3.82","109","17.00","5.97","109/4",
"6670","復盛應用","2.93","109","21.52","5.00","109/3",
"6671","三能-KY","6.59","109","12.34","1.76","109/3",
"6672","騰輝電子-KY","5.57","108","17.18","2.61","109/4",
"6674","鋐寶科技","4.19","108","47.79","1.35","109/4",
"6698","旭暉應材","1.04","109","685.71","2.56","109/4",
"6706","惠特","2.38","108","51.07","4.99","109/3",
"6715","嘉基","1.92","109","27.36","4.47","109/4",
"6743","安普新","0.29","108","68.35","10.79","109/3",
"6754","匯僑設計","6.31","108","15.90","1.57","109/3",
"6756","威鋒電子","1.56","109","61.12","7.44","109/4",
"6781","AES-KY","0.00","108","50.43","11.23","108/4",
"8011","台通","0.00","108","345.83","0.94","109/3",
"8016","矽創","3.18","109","20.45","4.26","109/4",
"8021","尖點","4.86","109","16.41","1.04","109/4",
"8028","昇陽半導體","3.75","108","52.25","3.06","109/4",
"8033","雷虎","0.00","108","-","3.60","109/3",
"8039","台虹","4.79","109","14.11","1.46","109/4",
"8046","南電","1.01","109","59.17","6.70","109/4",
"8070","長華*","3.23","109","25.80","3.96","109/4",
"8072","陞泰","0.70","109","-","1.05","109/4",
"8081","致新","4.83","109","16.05","3.70","109/4",
"8101","華冠","0.00","108","-","1.09","109/3",
"8103","瀚荃","3.65","109","14.07","1.16","109/4",
"8104","錸寶","0.65","108","27.82","1.84","109/3",
"8105","凌巨","0.78","108","-","0.82","109/4",
"8110","華東","0.00","108","21.00","0.63","109/3",
"8112","至上","7.10","109","10.04","1.99","109/4",
"8114","振樺電","1.82","109","49.82","2.48","109/4",
"8131","福懋科","5.76","109","12.59","1.49","109/4",
"8150","南茂","4.93","109","13.74","1.56","109/4",
"8163","達方","5.39","109","14.37","1.41","109/4",
"8201","無敵","0.00","108","-","1.12","109/3",
"8210","勤誠","4.68","109","10.58","2.63","109/4",
"8213","志超","4.85","108","7.16","1.10","109/4",
"8215","明基材","1.62","108","25.04","2.28","109/4",
"8222","寶一","3.27","108","-","1.11","109/4",
"8249","菱光","5.69","109","21.56","0.86","109/3",
"8261","富鼎","1.75","109","23.40","2.91","109/4",
"8271","宇瞻","4.79","109","14.65","1.52","109/4",
"8341","日友","3.58","109","25.70","8.05","109/4",
"8367","建新國際","4.83","109","11.33","1.17","109/4",
"8374","羅昇","1.12","108","34.23","1.52","109/4",
"8404","百和興業-KY","3.48","109","20.07","1.78","109/3",
"8411","福貞-KY","0.00","108","18.19","0.49","109/3",
"8422","可寧衛","5.81","109","15.91","3.28","109/4",
"8427","基勝-KY","0.71","108","-","1.49","109/3",
"8429","金麗-KY","0.24","108","-","0.25","109/3",
"8442","威宏-KY","0.76","108","170.87","1.35","109/3",
"8443","阿瘦","1.30","109","-","0.58","109/3",
"8454","富邦媒","0.89","108","68.66","19.25","109/4",
"8462","柏文","3.81","109","30.70","5.80","109/4",
"8463","潤泰材","1.34","108","54.48","2.36","109/3",
"8464","億豐","2.53","109","24.14","7.55","109/4",
"8466","美吉吉-KY","4.77","109","12.03","1.62","109/3",
"8467","波力-KY","4.18","108","99.79","1.75","109/4",
"8473","山林水","4.89","108","17.71","0.97","109/3",
"8478","東哥遊艇","1.85","109","51.62","1.96","109/4",
"8480","泰昇-KY","5.00","109","12.05","2.63","109/4",
"8481","政伸","3.39","108","7.65","3.32","109/3",
"8482","商億-KY","5.99","109","13.22","2.90","109/4",
"8488","吉源-KY","1.90","109","52.50","0.45","109/3",
"8499","鼎炫-KY","5.26","109","12.49","3.63","109/3",
"8926","台汽電","4.84","109","21.69","1.92","109/4",
"8940","新天地","0.00","108","-","1.29","109/4",
"8996","高力","3.14","109","42.94","2.52","109/4",
"9802","鈺齊-KY","3.32","109","23.66","2.51","109/4",
"9902","台火","2.62","109","34.70","0.91","109/4",
"9904","寶成","3.79","108","20.09","0.72","109/4",
"9905","大華","6.00","109","13.66","1.05","109/4",
"9906","欣巴巴","0.00","108","-","5.53","109/3",
"9907","統一實","4.40","109","20.78","1.01","109/4",
"9908","大台北","3.27","109","20.90","1.54","109/3",
"9910","豐泰","1.95","109","34.36","9.66","109/4",
"9911","櫻花","4.57","108","14.22","2.52","109/4",
"9912","偉聯","0.00","108","-","1.09","109/3",
"9914","美利達","1.23","108","29.07","6.81","109/3",
"9917","中保科","5.43","109","16.97","3.61","109/4",
"9918","欣天然","4.22","109","20.60","2.19","109/4",
"9919","康那香","8.72","109","7.64","2.16","109/4",
"9921","巨大","1.60","108","25.29","4.57","109/3",
"9924","福興","5.65","109","10.53","1.48","109/4",
"9925","新保","5.26","109","15.90","1.56","109/3",
"9926","新海","3.67","109","20.96","2.68","109/4",
"9927","泰銘","3.41","109","17.44","1.18","109/4",
"9928","中視","0.00","108","-","2.08","109/3",
"9929","秋雨","3.14","109","2.61","1.19","109/3",
"9930","中聯資源","4.34","109","15.02","2.13","109/4",
"9931","欣高","3.11","109","24.16","2.11","109/4",
"9933","中鼎","5.31","109","37.33","1.82","109/4",
"9934","成霖","3.54","108","21.19","1.10","109/4",
"9935","慶豐富","2.14","108","16.50","2.31","109/3",
"9937","全國","4.60","109","20.75","3.09","109/3",
"9938","百和","3.76","109","15.66","2.52","109/3",
"9939","宏全","5.35","109","11.89","1.54","109/3",
"9940","信義","5.73","109","14.05","1.89","109/4",
"9941","裕融","4.45","108","17.01","2.77","109/4",
"9942","茂順","4.47","109","20.26","2.58","109/4",
"9943","好樂迪","7.53","108","15.39","2.46","109/3",
"9944","新麗","0.00","108","60.15","0.78","109/3",
"9945","潤泰新","13.11","108","9.90","0.71","109/3",
"9946","三發地產","9.22","108","31.40","0.88","109/4",
"9955","佳龍","0.00","108","-","1.16","109/3",
"9958","世紀鋼","3.79","109","24.59","3.31","109/4",
""
"說明： 

本網頁資料僅供研究參考用途，任何資料均不應視為對買賣證券之投資建議。


本網頁資料推計基礎如下：
1. 本益比 = 收盤價／每股參考稅後純益，其中每股參考稅後純益 = 該公司稅後參考純益／發行參考股數，當每股參考稅後純益為0或負數時，則不計算本益比。以上純益資料採用各上市公司於公開資訊觀測站過去已申報格式化之近滿4季財務報告為計算基礎。依據一般公認會計準則，若新設公司非於1月1日設立，該公司申報全年度合併財務報表採用自設立日起編製，未追溯自年初編製，當遇有上開公司在計算其「本益比」時，仍採用該公司申報資料計算。例如合庫金控(5880)於100年12月1日設立，在上市初期該公司「本益比」所採計之最近四季稅後純益為自成立以來迄至100年底之稅後純益計算，特此說明。 
2. 殖利率 = 每股股利／收盤價*100%，其中每股股利採用該公司近期每股配發之盈餘分配之現金股利(元/股) + 法定盈餘公積、資本公積發放之現金 (元/股) + 盈餘轉增資股票股利(元/股)為計算基礎。 
3. 股價淨值比 = 收盤價／每股參考淨值，其中每股參考淨值採用公開資訊觀測站公告之最近一季每股參考淨值，於102年5月中旬之前採用該公司最近一季淨值除以除權變動之採樣股數為推計基礎。
4. 股利年度：計算殖利率，所採用上市公司於公開資訊觀測站公告之股利分派年度。(如股利年度為105，表示該公司以105年之盈餘分派股利)
5. 財報年／季：計算本益比及股價淨值比，所參考上市公司於公開資訊觀測站申報之財務報告年度季別。
6. 本網頁所採用發行參考股數是以公開資訊觀測站公告最近一季財務報表之淨值及每股參考淨值為推計基礎，於102年5月中旬之前採用除權變動之採樣股數為推計基礎。上市公司於公開資訊觀測站未申報格式化之財務報告或未齊全者，不計算本益比及股價淨值比或以其申報及相關資料推計。以上本網頁所採用之財務及股利相關資料為計算當時公開資訊觀測站已公告申報格式化之資料，而非同期即時資訊，且不作回溯計算，謹此說明。當日若無收盤價則以本公司營業細則第58-3條第2項第2款之原則所決定價格替代。
7. 股利年度及財報年/季資訊自民國106年4月12日起提供。
8. 股票名稱有附註「*」為每股面額非新台幣10元股票，其本益比、殖利率及股價淨值比之數值自面額變更換發新股即配合調整計算。"

