"110年03月29日 個股日本益比、殖利率及股價淨值比"
"證券代號","證券名稱","殖利率(%)","股利年度","本益比","股價淨值比","財報年/季",
"3011","今皓","0.00","108","-","0.90","109/4",
"3013","晟銘電","2.09","109","35.88","0.94","109/4",
"3014","聯陽","6.19","109","16.70","3.25","109/4",
"3015","全漢","6.06","109","13.87","0.83","109/4",
"3016","嘉晶","0.35","109","793.33","4.93","109/4",
"3017","奇鋐","4.21","109","12.27","2.22","109/4",
"3018","同開","0.00","108","-","2.34","109/3",
"3019","亞光","1.13","109","62.98","2.23","109/4",
"3021","鴻名","2.92","109","23.25","1.78","109/4",
"3022","威強電","3.51","109","10.11","1.33","109/4",
"3023","信邦","2.39","109","29.07","6.71","109/4",
"3024","憶聲","1.77","108","53.91","1.31","109/3",
"3025","星通","1.55","108","34.22","3.21","109/3",
"3026","禾伸堂","6.20","109","15.52","2.21","109/4",
"3027","盛達","0.00","108","51.41","1.59","109/3",
"3028","增你強","7.02","109","16.30","1.22","109/3",
"3029","零壹","6.49","109","13.13","2.18","109/4",
"3030","德律","5.57","109","12.79","2.45","109/4",
"3031","佰鴻","4.69","109","22.73","1.08","109/4",
"3032","偉訓","6.20","109","12.50","2.42","109/3",
"3033","威健","2.76","108","13.82","1.31","109/3",
"3034","聯詠","1.88","108","28.84","8.53","109/4",
"3035","智原","2.12","108","48.06","2.05","109/4",
"3036","文曄","4.46","108","11.41","0.94","109/4",
"3037","欣興","1.56","109","24.14","2.72","109/4",
"3038","全台","6.00","109","12.74","1.53","109/4",
"3040","遠見","11.38","109","7.90","1.88","109/4",
"3041","揚智","0.00","108","-","1.81","109/4",
"3042","晶技","3.76","109","21.91","3.24","109/4",
"3043","科風","0.00","108","-","6.18","109/3",
"3044","健鼎","5.18","108","12.02","2.04","109/4",
"3045","台灣大","4.81","108","24.64","4.25","109/4",
"3046","建碁","0.00","108","-","2.23","109/4",
"3047","訊舟","2.14","109","24.20","1.17","109/4",
"3048","益登","8.76","109","10.58","1.99","109/4",
"3049","和鑫","3.36","109","26.98","0.99","109/4",
"3050","鈺德","2.66","108","30.82","1.18","109/3",
"3051","力特","0.00","108","-","1.74","109/3",
"3052","夆典","3.83","108","5.06","0.87","109/3",
"3054","立萬利","0.00","108","-","2.04","109/4",
"3055","蔚華科","1.14","108","87.50","1.47","109/3",
"3056","總太","7.72","109","7.96","1.56","109/4",
"3057","喬鼎","0.00","108","-","1.09","109/3",
"3058","立德","0.98","109","-","1.26","109/3",
"3059","華晶科","1.38","108","62.92","1.20","109/4",
"3060","銘異","0.00","108","-","0.79","109/4",
"3062","建漢","0.71","108","300.00","1.28","109/4",
"3090","日電貿","6.57","108","15.86","2.29","109/4",
"3094","聯傑","1.96","109","99.76","3.20","109/4",
"3130","一零四","4.83","109","20.71","3.67","109/4",
"3138","耀登","0.36","109","206.10","25.11","109/3",
"3149","正達","0.00","108","-","5.05","109/4",
"3164","景岳","2.93","109","33.66","1.55","109/4",
"3167","大量","4.82","109","11.89","2.39","109/4",
"3189","景碩","1.00","109","83.75","1.77","109/4",
"3209","全科","7.37","109","11.13","1.61","109/4",
"3229","晟鈦","0.00","108","-","1.40","109/3",
"3231","緯創","6.56","109","10.75","1.30","109/4",
"3257","虹冠電","4.68","109","25.80","3.97","109/4",
"3266","昇陽","3.89","108","32.13","0.88","109/4",
"3296","勝德","1.02","109","98.04","1.49","109/4",
"3305","昇貿","3.36","109","29.57","1.44","109/4",
"3308","聯德","0.00","108","-","1.13","109/4",
"3311","閎暉","0.00","108","-","1.19","109/4",
"3312","弘憶股","6.19","108","16.72","1.71","109/3",
"3321","同泰","0.00","108","-","2.47","109/4",
"3338","泰碩","2.98","109","23.59","3.14","109/4",
"3346","麗清","0.26","109","-","3.30","109/3",
"3356","奇偶","3.33","109","16.95","1.54","109/4",
"3376","新日興","3.10","108","14.81","1.58","109/4",
"3380","明泰","1.20","108","35.49","2.04","109/4",
"3383","新世紀","0.00","108","-","1.90","109/4",
"3406","玉晶光","1.87","108","17.58","3.40","109/4",
"3413","京鼎","2.86","109","16.41","3.69","109/4",
"3416","融程電","5.03","109","22.52","2.62","109/4",
"3419","譁裕","0.00","108","37.21","1.80","109/4",
"3432","台端","1.78","109","28.67","0.61","109/4",
"3437","榮創","0.00","108","-","2.08","109/4",
"3443","創意","1.26","109","62.38","11.81","109/4",
"3450","聯鈞","2.13","109","39.88","2.48","109/4",
"3454","晶睿","2.32","109","29.93","2.58","109/4",
"3481","群創","0.47","108","124.71","0.87","109/4",
"3494","誠研","0.00","108","-","0.82","109/3",
"3501","維熹","5.75","108","14.54","1.04","109/4",
"3504","揚明光","0.00","108","-","2.88","109/4",
"3515","華擎","4.98","109","14.20","2.81","109/4",
"3518","柏騰","0.00","108","-","1.79","109/4",
"3528","安馳","6.44","109","14.17","1.95","109/4",
"3530","晶相光","2.37","109","32.33","4.12","109/4",
"3532","台勝科","1.59","109","40.06","2.57","109/4",
"3533","嘉澤","2.66","109","18.94","3.83","109/4",
"3535","晶彩科","2.65","108","-","1.71","109/4",
"3536","誠創","0.00","108","-","3.02","109/3",
"3543","州巧","2.61","108","-","0.96","109/4",
"3545","敦泰","0.29","108","71.90","5.01","109/3",
"3550","聯穎","2.79","108","19.10","0.80","109/4",
"3557","嘉威","6.35","109","9.44","4.27","109/4",
"3563","牧德","4.15","109","19.58","5.13","109/4",
"3576","聯合再生","0.00","108","-","2.11","109/3",
"3583","辛耘","2.70","109","18.00","1.93","109/4",
"3588","通嘉","1.19","108","87.50","3.03","109/3",
"3591","艾笛森","1.40","109","67.57","1.10","109/4",
"3593","力銘","0.00","108","20.56","2.51","109/4",
"3596","智易","5.94","109","13.32","1.97","109/4",
"3605","宏致","1.65","108","18.88","1.27","109/3",
"3607","谷崧","0.00","108","-","0.72","109/3",
"3617","碩天","6.27","109","25.55","1.57","109/3",
"3622","洋華","2.27","108","28.39","1.15","109/4",
"3645","達邁","2.55","109","21.42","2.77","109/4",
"3653","健策","2.17","109","38.49","5.28","109/4",
"3661","世芯-KY","0.75","109","67.09","14.41","109/4",
"3665","貿聯-KY","3.07","109","20.29","2.84","109/3",
"3669","圓展","6.06","109","9.73","2.40","109/4",
"3673","TPK-KY","1.99","109","29.59","0.57","109/3",
"3679","新至陞","2.49","108","13.91","2.25","109/4",
"3682","亞太電","0.00","108","-","1.22","109/4",
"3686","達能","0.00","108","-","2.52","109/4",
"3694","海華","0.00","108","15.20","2.19","109/3",
"3701","大眾控","0.00","108","-","1.28","109/3",
"3702","大聯大","4.97","108","11.65","1.42","109/3",
"3703","欣陸","5.81","109","12.89","0.84","109/4",
"3704","合勤控","1.33","109","19.84","1.99","109/4",
"3705","永信","4.92","108","14.19","1.89","109/3",
"3706","神達","3.49","109","11.74","0.80","109/4",
"3708","上緯投控","2.59","109","19.94","2.36","109/4",
"3711","日月光投控","1.83","108","16.90","2.13","109/4",
"3712","永崴投控","0.00","108","-","1.14","109/3",
"3714","富采","0.00","108","-","-","108/4",
"4104","佳醫","5.97","109","14.47","1.09","109/4",
"4106","雃博","2.06","109","24.50","1.31","109/3",
"4108","懷特","0.00","108","-","3.55","109/4",
"4119","旭富","2.63","109","21.02","2.28","109/4",
"4133","亞諾法","0.19","108","112.29","2.71","109/3",
"4137","麗豐-KY","5.55","108","19.47","4.24","109/4",
"4141","龍燈-KY","0.00","108","-","0.43","109/3",
"4142","國光生","0.00","108","-","4.95","109/3",
"4148","全宇生技-KY","2.81","108","27.81","1.15","109/4",
"4155","訊映","5.23","109","19.67","1.48","109/3",
"4164","承業醫","5.15","109","16.60","1.04","109/4",
"4190","佐登-KY","3.21","109","20.09","2.99","109/3",
"4306","炎洲","6.46","109","10.42","0.89","109/4",
"4414","如興","0.00","108","-","0.83","109/3",
"4426","利勤","4.60","108","-","1.43","109/3",
"4438","廣越","6.25","108","23.08","1.86","109/4",
"4439","冠星-KY","4.19","109","11.68","2.01","109/4",
"4526","東台","1.29","108","-","0.77","109/3",
"4532","瑞智","3.26","109","15.25","1.23","109/4",
"4536","拓凱","2.81","109","23.80","3.03","109/4",
"4540","全球傳動","1.36","109","60.72","1.81","109/4",
"4545","銘鈺","1.90","109","74.36","1.31","109/4",
"4551","智伸科","2.14","109","31.14","3.44","109/4",
"4552","力達-KY","4.68","108","15.08","0.85","109/3",
"4555","氣立","2.59","109","28.43","1.49","109/4",
"4557","永新-KY","5.46","109","17.76","1.74","109/4",
"4560","強信-KY","9.30","108","20.63","1.97","109/3",
"4562","穎漢","0.00","108","-","1.71","109/4",
"4564","元翎","3.31","109","24.11","1.64","109/4",
"4566","時碩工業","2.67","108","44.24","1.93","109/3",
"4571","鈞興-KY","2.12","108","31.77","4.46","109/3",
"4572","駐龍","4.98","109","109.24","1.95","109/4",
"4576","大銀微系統","0.25","109","142.11","5.58","109/4",
"4581","光隆精密-KY","5.03","109","18.15","1.58","109/3",
"4720","德淵","1.88","108","28.07","1.30","109/3",
"4722","國精化","5.87","109","11.82","1.31","109/4",
"4737","華廣","2.50","109","77.02","2.33","109/4",
"4739","康普","1.66","109","40.97","1.95","109/4",
"4746","台耀","0.00","108","15.58","1.20","109/4",
"4755","三福化","4.65","109","15.00","1.82","109/3",
"4763","材料-KY","5.22","109","13.28","4.50","109/4",
"4764","雙鍵","1.93","108","76.95","2.15","109/4",
"4766","南寶","3.70","108","16.01","1.90","109/4",
"4807","日成-KY","2.07","109","10.50","1.00","109/4",
"4904","遠傳","5.13","109","24.77","3.07","109/4",
"4906","正文","1.54","108","8.50","1.24","109/4",
"4912","聯德控股-KY","1.35","108","22.50","4.26","109/3",
"4915","致伸","4.78","109","14.74","2.13","109/4",
"4916","事欣科","2.08","109","-","1.63","109/4",
"4919","新唐","1.68","109","33.45","1.55","109/4",
"4927","泰鼎-KY","4.47","109","12.29","1.79","109/3",
"4930","燦星網","10.74","109","14.62","1.15","109/4",
"4934","太極","0.00","108","-","3.05","109/3",
"4935","茂林-KY","5.19","109","10.24","1.92","109/4",
"4938","和碩","6.11","108","9.70","1.21","109/4",
"4942","嘉彰","6.00","109","8.75","0.79","109/4",
"4943","康控-KY","2.60","108","104.05","2.46","109/3",
"4952","凌通","4.40","109","21.08","2.82","109/4",
"4956","光鋐","0.00","108","165.94","1.46","109/4",
"4958","臻鼎-KY","3.59","108","15.18","1.68","109/3",
"4960","誠美材","0.00","108","-","0.91","109/4",
"4961","天鈺","0.35","108","175.15","11.35","109/3",
"4967","十銓","1.80","108","40.39","2.72","109/3",
"4968","立積","1.31","109","44.64","17.70","109/4",
"4976","佳凌","0.00","108","-","7.85","109/4",
"4977","眾達-KY","5.13","109","14.34","3.03","109/4",
"4989","榮科","1.60","109","170.00","2.80","109/4",
"4994","傳奇","3.85","109","19.92","4.83","109/4",
"4999","鑫禾","4.18","108","10.57","1.26","109/4",
"5007","三星","3.25","109","30.15","2.89","109/4",
"5203","訊連","2.19","109","44.02","2.17","109/4",
"5215","科嘉-KY","6.35","109","10.82","2.92","109/4",
"5225","東科-KY","2.27","108","-","1.16","109/4",
"5234","達興材料","5.43","109","14.96","3.26","109/4",
"5243","乙盛-KY","2.17","109","28.68","2.23","109/4",
"5258","虹堡","0.00","108","9.78","1.32","109/4",
"5269","祥碩","1.59","109","35.58","7.39","109/4",
"5283","禾聯碩","6.06","109","10.25","2.50","109/4",
"5284","jpp-KY","4.58","108","19.37","1.04","109/3",
"5285","界霖","3.26","109","55.99","3.07","109/4",
"5288","豐祥-KY","2.87","109","16.61","2.99","109/4",
"5388","中磊","3.56","109","20.11","2.36","109/4",
"5434","崇越","6.02","109","11.69","2.29","109/4",
"5469","瀚宇博","3.39","108","8.22","0.91","109/4",
"5471","松翰","5.73","109","16.27","4.28","109/4",
"5484","慧友","0.00","108","-","1.79","109/3",
"5515","建國","3.82","108","11.43","0.81","109/3",
"5519","隆大","7.24","108","9.01","0.93","109/4",
"5521","工信","0.00","108","3.58","0.87","109/3",
"5522","遠雄","8.11","109","13.60","1.09","109/3",
"5525","順天","2.03","109","144.71","1.41","109/4",
"5531","鄉林","0.00","108","36.25","1.32","109/3",
"5533","皇鼎","3.64","109","19.41","0.63","109/4",
"5534","長虹","6.11","109","9.64","1.39","109/3",
"5538","東明-KY","4.86","109","12.59","1.49","109/4",
"5546","永固-KY","7.25","109","8.97","2.07","109/4",
"5607","遠雄港","3.39","108","14.75","1.20","109/4",
"5608","四維航","0.00","108","-","1.50","109/4",
"5706","鳳凰","0.70","109","284.67","2.59","109/4",
"5871","中租-KY","2.58","108","17.62","3.11","109/4",
"5876","上海商銀","4.95","108","13.53","1.21","109/3",
"5880","合庫金","4.98","109","17.02","1.22","109/4",
"5906","台南-KY","2.21","109","19.26","3.72","109/4",
"5907","大洋-KY","10.97","108","501.25","0.48","109/3",
"6005","群益證","5.26","108","9.27","0.92","109/4",
"6024","群益期","4.56","108","14.09","1.38","109/4",
"6108","競國","2.34","109","-","0.99","109/3",
"6112","聚碩","5.70","109","15.02","1.93","109/4",
"6115","鎰勝","6.36","109","17.05","1.75","109/4",
"6116","彩晶","3.30","109","11.93","1.03","109/4",
"6117","迎廣","0.00","108","-","1.23","109/4",
"6120","達運","0.00","108","-","1.03","109/4",
"6128","上福","8.89","108","21.60","1.10","109/3",
"6133","金橋","2.48","108","505.00","0.85","109/3",
"6136","富爾特","7.63","108","38.23","0.85","109/3",
"6139","亞翔","3.15","109","21.60","0.95","109/3",
"6141","柏承","1.52","109","12.28","1.71","109/4",
"6142","友勁","0.00","108","-","1.53","109/4",
"6152","百一","0.00","108","86.92","1.37","109/4",
"6153","嘉聯益","0.67","108","31.44","1.31","109/4",
"6155","鈞寶","2.68","109","71.67","1.71","109/4",
"6164","華興","0.00","108","-","1.11","109/4",
"6165","浪凡","0.00","108","318.67","5.10","109/3",
"6166","凌華","2.54","108","56.34","3.04","109/4",
"6168","宏齊","0.00","108","52.50","1.40","109/3",
"6172","互億","0.62","109","-","3.12","109/3",
"6176","瑞儀","6.37","108","11.17","1.99","109/4",
"6177","達麗","9.58","108","74.52","2.15","109/4",
"6183","關貿","3.76","109","21.40","3.23","109/4",
"6184","大豐電","6.71","109","13.22","1.56","109/4",
"6189","豐藝","7.12","109","14.45","1.86","109/3",
"6191","精成科","1.60","108","9.15","1.05","109/4",
"6192","巨路","4.54","109","10.75","1.53","109/4",
"6196","帆宣","3.15","109","22.75","3.31","109/4",
"6197","佳必琪","6.72","109","20.26","1.76","109/4",
"6201","亞弘電","5.92","109","15.13","1.80","109/4",
"6202","盛群","5.06","109","19.76","4.59","109/4",
"6205","詮欣","3.51","109","21.35","1.69","109/4",
"6206","飛捷","6.02","109","16.12","2.19","109/4",
"6209","今國光","0.00","108","-","2.07","109/4",
"6213","聯茂","3.60","109","17.35","3.46","109/4",
"6214","精誠","5.69","108","13.08","1.61","109/4",
"6215","和椿","2.08","109","25.00","1.78","109/4",
"6216","居易","7.21","108","20.60","1.49","109/4",
"6224","聚鼎","3.29","109","25.75","4.59","109/4",
"6225","天瀚","0.00","108","-","30.69","109/4",
"6226","光鼎","3.88","108","-","0.99","109/4",
"6230","尼得科超眾","0.64","109","27.62","4.50","109/3",
"6235","華孚","2.67","109","5.86","1.60","109/4",
"6239","力成","4.85","109","11.95","1.73","109/4",
"6243","迅杰","0.00","108","-","3.65","109/4",
"6251","定穎","2.01","109","8.12","1.08","109/4",
"6257","矽格","5.56","109","12.64","1.77","109/4",
"6269","台郡","4.02","109","15.33","1.76","109/4",
"6271","同欣電","2.78","109","24.38","1.67","109/4",
"6277","宏正","6.26","109","7.00","2.19","109/4",
"6278","台表科","2.82","109","15.60","2.54","109/4",
"6281","全國電","6.06","109","14.05","3.13","109/4",
"6282","康舒","3.84","108","11.28","1.49","109/4",
"6283","淳安","0.00","108","-","4.84","109/3",
"6285","啟碁","3.38","109","20.05","1.75","109/4",
"6288","聯嘉","2.26","109","37.80","2.18","109/4",
"6289","華上","0.00","108","-","28.09","109/3",
"6405","悅城","2.76","109","16.44","0.75","109/4",
"6409","旭隼","2.15","109","43.57","17.93","109/4",
"6412","群電","4.94","109","14.68","3.30","109/4",
"6414","樺漢","1.99","108","20.58","2.47","109/4",
"6415","矽力-KY","0.45","109","65.60","11.93","109/4",
"6416","瑞祺電通","1.81","108","30.53","3.69","109/4",
"6426","統新","2.48","109","28.21","2.83","109/4",
"6431","光麗-KY","0.00","108","-","5.07","109/3",
"6438","迅得","4.44","109","15.39","2.72","109/4",
"6442","光聖","3.15","109","-","1.23","109/4",
"6443","元晶","0.00","108","-","6.10","109/3",
"6449","鈺邦","1.48","108","21.91","2.63","109/4",
"6451","訊芯-KY","2.95","108","18.28","2.14","109/4",
"6456","GIS-KY","3.14","109","11.55","1.49","109/4",
"6464","台數科","3.84","108","12.87","1.94","109/4",
"6477","安集","1.43","108","27.35","3.00","109/4",
"6491","晶碩","1.30","109","37.72","5.87","109/4",
"6504","南六","6.65","109","9.02","3.07","109/4",
"6505","台塑化","0.61","109","123.85","2.99","109/4",
"6515","穎崴","3.42","109","21.88","6.56","109/4",
"6525","捷敏-KY","5.07","109","16.72","2.98","109/4",
"6531","愛普","0.56","109","81.04","21.20","109/4",
"6533","晶心科","0.13","109","690.24","20.19","109/4",
"6541","泰福-KY","0.00","108","-","17.08","109/3",
"6552","易華電","2.20","109","38.16","2.50","109/4",
"6558","興能高","0.62","109","67.71","3.04","109/4",
"6573","虹揚-KY","0.00","108","-","1.09","109/3",
"6579","研揚","4.26","109","27.29","1.33","109/4",
"6581","鋼聯","3.90","109","21.04","2.41","109/4",
"6582","申豐","4.83","109","12.36","4.54","109/4",
"6591","動力-KY","4.17","109","12.80","1.53","109/4",
"6592","和潤企業","3.99","109","17.47","2.10","109/4",
"6598","ABC-KY","0.00","108","-","3.65","109/4",
"6605","帝寶","2.38","108","24.29","0.80","109/3",
"6625","必應","0.29","108","-","2.37","109/4",
"6641","基士德-KY","6.43","109","10.69","1.83","109/4",
"6655","科定","3.49","108","13.58","1.70","109/4",
"6666","羅麗芬-KY","2.08","109","43.77","2.79","109/4",
"6668","中揚光","0.92","109","35.49","2.30","109/4",
"6669","緯穎","3.76","109","17.30","6.08","109/4",
"6670","復盛應用","2.93","109","21.52","5.00","109/3",
"6671","三能-KY","6.53","109","12.55","1.67","109/4",
"6672","騰輝電子-KY","5.52","108","17.36","2.64","109/4",
"6674","鋐寶科技","3.81","108","52.50","1.48","109/4",
"6698","旭暉應材","1.03","109","693.57","2.59","109/4",
"6706","惠特","2.29","108","53.22","5.20","109/3",
"6715","嘉基","1.92","109","27.36","4.47","109/4",
"6743","安普新","0.29","108","68.75","10.85","109/3",
"6754","匯僑設計","6.29","108","15.95","1.57","109/3",
"6756","威鋒電子","1.42","109","67.16","8.18","109/4",
"6781","AES-KY","0.00","108","36.77","9.16","109/4",
"8011","台通","0.00","108","-","0.97","109/4",
"8016","矽創","3.10","109","20.97","4.37","109/4",
"8021","尖點","4.84","109","16.49","1.04","109/4",
"8028","昇陽半導體","3.75","108","52.35","3.06","109/4",
"8033","雷虎","0.00","108","-","3.56","109/3",
"8039","台虹","4.81","109","14.05","1.46","109/4",
"8046","南電","1.02","109","58.55","6.63","109/4",
"8070","長華*","3.24","109","25.71","3.94","109/4",
"8072","陞泰","0.69","109","-","1.06","109/4",
"8081","致新","4.79","109","16.22","3.74","109/4",
"8101","華冠","0.00","108","-","1.08","109/3",
"8103","瀚荃","3.64","109","14.08","1.16","109/4",
"8104","錸寶","0.66","108","27.62","1.83","109/3",
"8105","凌巨","0.76","108","-","0.84","109/4",
"8110","華東","0.00","108","21.23","0.64","109/3",
"8112","至上","7.03","109","10.14","2.01","109/4",
"8114","振樺電","1.84","109","49.39","2.45","109/4",
"8131","福懋科","5.75","109","12.62","1.50","109/4",
"8150","南茂","4.98","109","13.58","1.54","109/4",
"8163","達方","5.26","109","14.72","1.45","109/4",
"8201","無敵","0.00","108","-","1.13","109/3",
"8210","勤誠","4.66","109","10.63","2.64","109/4",
"8213","志超","4.88","108","7.12","1.09","109/4",
"8215","明基材","1.59","108","25.61","2.34","109/4",
"8222","寶一","3.27","108","-","1.11","109/4",
"8249","菱光","5.63","109","21.79","0.87","109/3",
"8261","富鼎","1.68","109","24.39","3.03","109/4",
"8271","宇瞻","4.75","109","14.76","1.53","109/4",
"8341","日友","3.63","109","25.36","7.95","109/4",
"8367","建新國際","4.84","109","11.31","1.17","109/4",
"8374","羅昇","1.11","108","34.62","1.54","109/4",
"8404","百和興業-KY","3.48","109","17.61","1.66","109/4",
"8411","福貞-KY","0.00","108","17.44","0.47","109/3",
"8422","可寧衛","5.78","109","16.00","3.30","109/4",
"8427","基勝-KY","0.73","108","-","1.46","109/3",
"8429","金麗-KY","0.24","108","-","0.25","109/3",
"8442","威宏-KY","0.76","108","171.96","1.36","109/3",
"8443","阿瘦","1.29","109","-","0.58","109/3",
"8454","富邦媒","0.91","108","67.22","18.84","109/4",
"8462","柏文","3.87","109","30.24","5.71","109/4",
"8463","潤泰材","1.29","108","43.74","2.38","109/4",
"8464","億豐","2.50","109","24.42","7.63","109/4",
"8466","美吉吉-KY","4.74","109","15.00","1.59","109/4",
"8467","波力-KY","4.17","108","100.00","1.75","109/4",
"8473","山林水","4.85","108","17.84","0.98","109/3",
"8478","東哥遊艇","1.73","109","54.95","2.08","109/4",
"8480","泰昇-KY","4.98","109","12.10","2.64","109/4",
"8481","政伸","3.33","108","7.19","3.16","109/4",
"8482","商億-KY","6.07","109","13.05","2.86","109/4",
"8488","吉源-KY","1.94","109","51.67","0.44","109/3",
"8499","鼎炫-KY","5.18","109","12.70","3.69","109/3",
"8926","台汽電","4.84","109","21.69","1.92","109/4",
"8940","新天地","0.00","108","-","1.27","109/4",
"8996","高力","3.11","109","43.41","2.54","109/4",
"9802","鈺齊-KY","3.35","109","23.45","2.49","109/4",
"9902","台火","2.69","109","33.79","0.89","109/4",
"9904","寶成","3.78","108","20.18","0.73","109/4",
"9905","大華","5.98","109","13.72","1.05","109/4",
"9906","欣巴巴","0.00","108","-","5.52","109/3",
"9907","統一實","4.40","109","20.78","1.01","109/4",
"9908","大台北","3.27","109","20.87","1.54","109/3",
"9910","豐泰","1.89","109","35.35","9.94","109/4",
"9911","櫻花","4.58","108","14.19","2.51","109/4",
"9912","偉聯","0.00","108","-","1.12","109/3",
"9914","美利達","1.24","108","28.90","6.77","109/3",
"9917","中保科","5.41","109","17.05","3.62","109/4",
"9918","欣天然","4.22","109","20.60","2.19","109/4",
"9919","康那香","8.61","109","7.74","2.18","109/4",
"9921","巨大","1.47","108","27.57","4.98","109/3",
"9924","福興","5.66","109","10.50","1.48","109/4",
"9925","新保","5.26","109","15.92","1.57","109/3",
"9926","新海","3.71","109","20.73","2.65","109/4",
"9927","泰銘","3.38","109","17.59","1.19","109/4",
"9928","中視","0.00","108","-","2.07","109/3",
"9929","秋雨","3.14","109","2.61","1.19","109/3",
"9930","中聯資源","4.33","109","15.03","2.13","109/4",
"9931","欣高","3.13","109","24.05","2.10","109/4",
"9933","中鼎","5.32","109","37.23","1.81","109/4",
"9934","成霖","3.52","108","21.31","1.11","109/4",
"9935","慶豐富","2.15","108","16.41","2.29","109/3",
"9937","全國","4.57","109","20.87","3.11","109/3",
"9938","百和","3.73","109","15.45","2.45","109/4",
"9939","宏全","5.36","109","11.87","1.54","109/3",
"9940","信義","5.77","109","13.96","1.88","109/4",
"9941","裕融","4.40","108","17.22","2.81","109/4",
"9942","茂順","4.52","109","20.02","2.55","109/4",
"9943","好樂迪","7.44","108","15.58","2.49","109/3",
"9944","新麗","0.00","108","60.15","0.78","109/3",
"9945","潤泰新","12.28","108","8.56","0.64","109/4",
"9946","三發地產","9.32","108","31.05","0.87","109/4",
"9955","佳龍","0.00","108","-","1.16","109/3",
"9958","世紀鋼","3.79","109","24.59","3.31","109/4",
""
"說明： 

本網頁資料僅供研究參考用途，任何資料均不應視為對買賣證券之投資建議。


本網頁資料推計基礎如下：
1. 本益比 = 收盤價／每股參考稅後純益，其中每股參考稅後純益 = 該公司稅後參考純益／發行參考股數，當每股參考稅後純益為0或負數時，則不計算本益比。以上純益資料採用各上市公司於公開資訊觀測站過去已申報格式化之近滿4季財務報告為計算基礎。依據一般公認會計準則，若新設公司非於1月1日設立，該公司申報全年度合併財務報表採用自設立日起編製，未追溯自年初編製，當遇有上開公司在計算其「本益比」時，仍採用該公司申報資料計算。例如合庫金控(5880)於100年12月1日設立，在上市初期該公司「本益比」所採計之最近四季稅後純益為自成立以來迄至100年底之稅後純益計算，特此說明。 
2. 殖利率 = 每股股利／收盤價*100%，其中每股股利採用該公司近期每股配發之盈餘分配之現金股利(元/股) + 法定盈餘公積、資本公積發放之現金 (元/股) + 盈餘轉增資股票股利(元/股)為計算基礎。 
3. 股價淨值比 = 收盤價／每股參考淨值，其中每股參考淨值採用公開資訊觀測站公告之最近一季每股參考淨值，於102年5月中旬之前採用該公司最近一季淨值除以除權變動之採樣股數為推計基礎。
4. 股利年度：計算殖利率，所採用上市公司於公開資訊觀測站公告之股利分派年度。(如股利年度為105，表示該公司以105年之盈餘分派股利)
5. 財報年／季：計算本益比及股價淨值比，所參考上市公司於公開資訊觀測站申報之財務報告年度季別。
6. 本網頁所採用發行參考股數是以公開資訊觀測站公告最近一季財務報表之淨值及每股參考淨值為推計基礎，於102年5月中旬之前採用除權變動之採樣股數為推計基礎。上市公司於公開資訊觀測站未申報格式化之財務報告或未齊全者，不計算本益比及股價淨值比或以其申報及相關資料推計。以上本網頁所採用之財務及股利相關資料為計算當時公開資訊觀測站已公告申報格式化之資料，而非同期即時資訊，且不作回溯計算，謹此說明。當日若無收盤價則以本公司營業細則第58-3條第2項第2款之原則所決定價格替代。
7. 股利年度及財報年/季資訊自民國106年4月12日起提供。
8. 股票名稱有附註「*」為每股面額非新台幣10元股票，其本益比、殖利率及股價淨值比之數值自面額變更換發新股即配合調整計算。"

